mass_A
t	y
0.0	-7.709376902769183E-4
0.0335	1.9273442256922957E-4
0.067	0.0021200786482614975
0.1005	0.011371330931584406
0.134	0.03083750761107637
0.1675	0.048954543332583714
0.20100000000000182	0.06957712654749103
0.23450000000000182	0.08499588035302921
0.2680000000000018	0.10465479145509039
0.3015000000000018	0.11409877816098252
0.3350000000000018	0.1181462010349363
0.3685000000000018	0.12045901410576702
0.4020000000000018	0.11930260757035166
0.43550000000000183	0.1117859650901518
0.4690000000000018	0.10234197838425967
0.5025000000000018	0.0898142409172599
0.5360000000000018	0.08056298863393699
0.5695000000000018	0.06360235944784498
0.6031111111111113	0.05203829409369136
0.6366111111111113	0.047798136797168364
0.6701111111111113	0.047798136797168364
0.7036111111111132	0.054736576009660545
0.7371111111111132	0.06360235944784498
0.7706111111111131	0.0715044707731833
0.8041111111111131	0.08017751978879853
0.8376111111111131	0.08615228688844458
0.8711111111111132	0.0913561162978137
0.9046111111111131	0.09463260148149058
0.9381111111111131	0.09598174243947516
0.9716111111111131	0.09578900801690593
1.005111111111113	0.09154885072038293
1.0386111111111131	0.08538134919816766
1.0721111111111132	0.08152666074678312
1.105611111111113	0.0757446280697063
1.1391111111111114	0.06919165770235258
1.1726111111111113	0.06379509387041421
1.2061111111111114	0.060325874264168106
1.2396111111111112	0.06051860868673735
1.2731111111111113	0.06379509387041421
1.3067222222222243	0.0686134544346449
1.3402222222222244	0.07478095595686016
1.3737222222222245	0.07651556575998321
1.4072222222222244	0.08171939516935234
1.4407222222222245	0.08518861477559844
1.4742222222222245	0.08692322457872148
1.5077222222222244	0.08692322457872148
1.5412222222222227	0.08634502131101379
1.5747222222222226	0.08499588035302921
1.6082222222222227	0.08229759843706003
1.6417222222222225	0.07902111325338317
1.6752222222222226	0.07555189364713708
1.7087222222222227	0.07092626750547562
1.7422222222222226	0.06822798558950643
1.7757222222222226	0.06687884463152186
1.8092222222222227	0.0664933757863834
1.8427222222222226	0.0680352511669372
1.8762222222222227	0.07034806423776793
1.9097222222222245	0.07478095595686016
1.9432222222222244	0.07651556575998321
1.9767222222222245	0.07882837883081392
2.010333333333334	0.08114119190164466
2.043833333333334	0.0828758017047677
2.077333333333334	0.08383947381761384
2.110833333333334	0.08383947381761384
2.144333333333334	0.08268306728219849
2.177833333333334	0.08017751978879853
2.211333333333334	0.07844290998567549
2.244833333333334	0.07651556575998321
2.2783333333333338	0.07381728384401404
2.311833333333334	0.0715044707731833
2.345333333333334	0.06957712654749103
2.378833333333336	0.06899892327978335
2.412333333333336	0.06996259539262947
2.445833333333336	0.07188993961832175
2.4793333333333356	0.07401001826658325
2.5128333333333357	0.07497369037942939
2.546333333333336	0.07767197229539857
2.579833333333336	0.07902111325338317
2.613333333333336	0.0807557230565062
2.6468333333333356	0.0807557230565062
2.680333333333334	0.08114119190164466
2.7139444444444454	0.08017751978879853
2.7474444444444455	0.0786356444082447
2.780944444444445	0.07747923787282934
2.814444444444445	0.076322831337414
2.8479444444444453	0.07478095595686016
2.881444444444447	0.07304634615373712
2.9149444444444472	0.0715044707731833
2.948444444444447	0.07092626750547562
2.981944444444447	0.07092626750547562
3.015444444444447	0.07266087730859866
3.048944444444447	0.07381728384401404
3.082444444444447	0.07516642480199862
3.115944444444445	0.07555189364713708
3.149444444444445	0.07825017556310625
3.1829444444444452	0.07825017556310625
3.2164444444444453	0.07921384767595238
3.2499444444444454	0.07921384767595238
3.283444444444445	0.07902111325338317
3.316944444444445	0.07844290998567549
3.3504444444444452	0.07555189364713708
