mass_B
t	y
0.0	0.004058704064602542
0.0335	0.005293961823394588
0.067	0.02311696662882315
0.1005	0.043410486951835844
0.134	0.06317461109250909
0.1675	0.07905649656269294
0.201	0.0975853629445741
0.2345	0.11276138683830533
0.268	0.11840827944992625
0.3015	0.12176112193807619
0.335	0.12264344890864196
0.3685	0.11876121023815256
0.402	0.11223199065596587
0.4355	0.10287932476796871
0.469	0.08964442020948217
0.5026111111111095	0.08046821971559817
0.5361111111111095	0.07199788079816678
0.5696111111111095	0.05946883781613285
0.6031111111111095	0.055057202963304006
0.6366111111111095	0.05452780678096454
0.6701111111111095	0.06070409557492493
0.7036111111111095	0.06688038436888531
0.7371111111111095	0.0769389118333351
0.7706111111111095	0.08258580444495602
0.8041111111111094	0.08893855863302955
0.8376111111111095	0.09123260875650055
0.8711111111111095	0.09599717439755572
0.9046111111111095	0.09740889755046095
0.9381111111111095	0.09635010518578202
0.9716111111111095	0.09193847033295316
1.0051111111111095	0.08805623166246379
1.0386111111111096	0.08505631996254016
1.0721111111111095	0.08011528892737185
1.1056111111111095	0.07658598104510878
1.1391111111111094	0.0707626230393747
1.1726111111111095	0.06899796909824316
1.2061111111111096	0.0684685729159037
1.2396111111111094	0.06988029606880894
1.2731111111111095	0.07217434619227993
1.3066111111111094	0.07482132710397724
1.3401111111111095	0.07835063498624031
1.3736111111111096	0.08082115050382448
1.4072222222222226	0.08346813141552178
1.4407222222222227	0.08611511232721909
1.4742222222222225	0.08752683548012433
1.5077222222222226	0.08752683548012433
1.541222222222219	0.08629157772133225
1.574722222222219	0.08523278535665332
1.608222222222219	0.08329166602140863
1.641722222222219	0.08099761589793764
1.675222222222219	0.07940942735091924
1.708722222222219	0.0769389118333351
1.742222222222219	0.07429193092163777
1.775722222222219	0.07340960395107202
1.809222222222219	0.07340960395107202
1.842722222222219	0.07429193092163777
1.876222222222219	0.07588011946865617
1.909722222222219	0.07799770419801401
1.943222222222219	0.0792329619568061
1.976722222222219	0.08029175432148501
2.010222222222219	0.08117408129205078
2.043722222222219	0.08329166602140863
2.077222222222219	0.08346813141552178
2.110722222222219	0.08346813141552178
2.144222222222219	0.08293873523318232
2.177833333333332	0.08152701208027709
2.2113333333333323	0.08046821971559817
2.244833333333332	0.07940942735091924
2.278333333333332	0.07852710038035347
2.311833333333332	0.07711537722744824
2.345333333333332	0.07676244643922195
2.3788333333333322	0.07588011946865617
2.4123333333333323	0.07588011946865617
2.445833333333332	0.07658598104510878
2.479333333333332	0.07782123880390085
2.512833333333332	0.07888003116857978
2.5463333333333322	0.07888003116857978
2.5798333333333323	0.08029175432148501
2.613333333333332	0.08082115050382448
2.646833333333332	0.08170347747439025
2.680333333333332	0.08205640826261655
2.713833333333332	0.08205640826261655
2.7473333333333323	0.08152701208027709
2.780833333333332	0.08082115050382448
2.814333333333332	0.08029175432148501
2.847833333333332	0.07940942735091924
2.881333333333332	0.07888003116857978
2.9148333333333323	0.07870356577446663
2.948333333333332	0.0776447734097877
2.981833333333332	0.07676244643922193
3.015333333333332	0.07676244643922193
3.048944444444442	0.07870356577446663
