mass_A
t	y
0.0	-6.047727272605885E-4
0.0335	1.5227987398030995E-5
0.067	0.007676595428250291
0.1005	0.031453084130204936
0.134	0.05892509052000611
0.1675	0.07612741682577043
0.201	0.0849847098157509
0.2345	0.09968254666277589
0.268	0.1114625602412891
0.3015000000000018	0.11622079637369263
0.3350000000000018	0.11747548976307282
0.3685000000000018	0.11561548761909704
0.4020000000000018	0.11022745613199292
0.43550000000000183	0.10049452232225767
0.4690000000000018	0.09243941035171699
0.5025000000000018	0.0789717802939672
0.5360000000000018	0.06927802504439994
0.5695	0.06056863111905367
0.603	0.052946442238369404
0.6365	0.05170644080905222
0.6701111111111113	0.05520018891203357
0.7036111111111113	0.06201529945325705
0.7371111111111113	0.0713397967732409
0.7706111111111131	0.077761162784776
0.8041111111111131	0.08354783612158953
0.8376111111111113	0.08995451017306162
0.8711111111111113	0.09409764291082756
0.9046111111111114	0.09616431195968952
0.9381111111111113	0.09594295309474032
0.9716111111111113	0.09387138672585736
1.0051111111111113	0.09055981892765722
1.0386111111111114	0.08250960427713754
1.0721111111111112	0.07939001142376059
1.1056111111111113	0.0728109517075493
1.1391111111111114	0.06805761289516676
1.1726111111111113	0.065149584266697
1.2061111111111114	0.06306332593775105
1.2396111111111132	0.06348645438756544
1.273111111111113	0.06638468837599319
1.3066111111111132	0.07134469409326191
1.340111111111113	0.07443490302651287
1.3737222222222227	0.0789815749340092
1.4072222222222226	0.08311491303173313
1.4407222222222227	0.08456647868595751
1.4742222222222225	0.0856096078504305
1.5077222222222226	0.08602294166020288
1.5412222222222227	0.08540294094554429
1.5747222222222226	0.08395627261134092
1.6082222222222227	0.08168293665759274
1.6417222222222225	0.07918824183889539
1.6752222222222226	0.07629000785046763
1.7087222222222227	0.07483844219624325
1.7422222222222226	0.07131531017313592
1.7757222222222226	0.06821530659984296
1.8092222222222227	0.06800863969495675
1.8427222222222226	0.07029666760876792
1.8762222222222227	0.0717433359429713
1.9097222222222225	0.07505980106119245
1.9432222222222226	0.07713626475009641
1.9767222222222227	0.07899626689407219
2.0102222222222226	0.08125491088775735
2.0437222222222227	0.08332157993661932
2.0772222222222227	0.08332647725664033
2.110722222222223	0.08332647725664033
2.1442222222222225	0.08270647654198174
2.1777222222222226	0.08125491088775735
2.2112222222222226	0.078770010709102
2.2447222222222227	0.07711667547001241
2.2783333333333355	0.07567000713580904
2.3118333333333356	0.0727766704674023
2.3453333333333357	0.07133489945321991
2.378833333333336	0.07134469409326191
2.412333333333336	0.0717580279030343
2.445833333333336	0.0725846955225791
2.4793333333333356	0.07465136457144106
2.5128333333333357	0.07630469981053063
2.546333333333336	0.077751368144734
2.579833333333336	0.07919803647893739
2.613333333333336	0.08063001285307778
2.6468333333333356	0.08146157779264356
2.6803333333333357	0.08166824469752976
2.7138333333333358	0.08146157779264356
2.747333333333336	0.08001980677846118
2.780833333333336	0.0789815749340092
2.8143333333333356	0.0775251119597638
2.8478333333333357	0.07586687940065323
2.8813333333333357	0.07442021106644986
2.9148333333333323	0.07297354273224649
2.948333333333332	0.0721468751127017
2.981833333333332	0.0721468751127017
3.015333333333332	0.07401177457669847
3.048833333333332	0.07504510910112946
3.0823333333333323	0.07690511124510523
3.115833333333332	0.07773177886465
3.149444444444445	0.07877490802912299
3.1829444444444452	0.0789815749340092
3.2164444444444453	0.08000021749837719
3.2499444444444454	0.08000021749837719
3.283444444444445	0.07978865327346998
3.316944444444445	0.07875531874903899
3.3504444444444452	0.0781255233943384
3.3839444444444453	0.07688062464500023
3.4174444444444454	0.07503041714106645
3.450944444444445	0.07503041714106645
3.484444444444445	0.07461708333129406
3.517944444444445	0.07379041571174927
3.5514444444444453	0.07337708190197688
3.5849444444444454	0.07296374809220449
3.6184444444444455	0.07296374809220449
3.651944444444445	0.07585708476061123
3.685444444444445	0.07709708618992842
3.7189444444444453	0.07730865041483562
3.7524444444444454	0.078779805349144
3.7859444444444454	0.07872593482891299
3.819444444444445	0.0789423963738412
3.852944444444445	0.0789423963738412
3.8864444444444453	0.0789423963738412
3.920055555555555	0.07769260030448201
3.9535555555555546	0.07644280423512283
3.9870555555555547	0.07561123929555705
4.020555555555554	0.07519790548578464
4.054055555555554	0.07437123786623986
4.0875555555555545	0.07374633983156026
4.121055555555555	0.07374633983156026
4.154555555555555	0.07374633983156026
4.188055555555555	0.07520770012582666
4.221555555555555	0.07644770155514383
4.255055555555555	0.07689041928504223
4.288555555555555	0.07709708618992842
4.322055555555555	0.07730375309481463
4.355555555555555	0.077721984224608
4.389055555555554	0.07792865112949421
4.4225555555555545	0.0785486518441528
4.4560555555555545	0.07791885648945221
4.489555555555558	0.07688552196502123
4.523055555555558	0.07646729083522782
4.556555555555558	0.07625572661032064
4.590055555555558	0.07563082857564105
4.6235555555555585	0.07521749476586866
4.657055555555559	0.07459749405121006
4.690666666666668	0.07439082714632386
4.724166666666668	0.07439082714632386
4.757666666666668	0.07563572589566205
4.791166666666668	0.07666906042009303
4.824666666666668	0.07687572732497923
4.858166666666668	0.0775055226796798
4.8916666666666675	0.07791885648945221
4.925166666666668	0.07791885648945221
4.958666666666668	0.07729395845477263
4.992166666666668	0.07708729154988642
5.025666666666668	0.07688062464500023
5.059166666666668	0.07625082929029964
5.092666666666668	0.07563082857564105
5.126166666666668	0.07542416167075484
5.159666666666668	0.07521259744584766
5.193166666666668	0.07479926363607525
5.2266666666666675	0.07437613518626086
5.2601666666666675	0.07375613447160226
5.293666666666668	0.07334280066182988
5.327166666666668	0.07334280066182988
5.360666666666668	0.07396280137648847
5.394166666666668	0.07561613661557803
5.427666666666668	0.07665926578005103
5.461166666666668	0.07708239422986543
